task_id,evidence_gap,source_report,metadata_path,run,strategy_id,symbol,market,research_topic,signal_to_validate,sample_period,cost_assumption,benchmark,status,dedupe_key
reportGapTask_157ce73105216a2932ea,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata18_03062026.json,RunMetadata18_03062026,alipay,,,补齐报告证据：RunMetadata18_03062026 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,1d1ef996d478bc50dd38250352095ee84fbbdaf17285a780b71d997cb6cb1a32
reportGapTask_41489eda40de630a3e0c,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata18_03062026.json,RunMetadata18_03062026,alipay,,,补齐报告证据：RunMetadata18_03062026 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,9dab3b11eea5209fa8f063fe119e052aa9193974d9a53347e96b7a500a26e31f
reportGapTask_64118a13b6bf9444b01d,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata18_03062026.json,RunMetadata18_03062026,alipay,,,补齐报告证据：RunMetadata18_03062026 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,343539daaeeb5e2ba1c6c4cf6f1967fbdb1d89918d0babfe6859a03c611614dd
reportGapTask_3cd8ab854f673764fdc7,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata17_03062026.json,RunMetadata17_03062026,alipay,,,补齐报告证据：RunMetadata17_03062026 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,458ca809a2c297472d218a7cccbda7ec8e4c90ca1c216394582bb7bc57f3b193
reportGapTask_e0b2883ecf74953e0352,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata17_03062026.json,RunMetadata17_03062026,alipay,,,补齐报告证据：RunMetadata17_03062026 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,2a5f23ae9bbad9e7009556fdeb786ba4184abdbd1c755a90eb9bcd2ffdfce1fb
reportGapTask_010672b7a7abd8d909fb,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata17_03062026.json,RunMetadata17_03062026,alipay,,,补齐报告证据：RunMetadata17_03062026 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,370070a97da7e88441062f7bd8a08e2fa1c526f9e8a6fac191b9d2d400c343f4
reportGapTask_29e3f2396a203d88c2e1,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata17_03062026.json,RunMetadata17_03062026,alipay,,,补齐报告证据：RunMetadata17_03062026 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,5a154fcad7cc15433e2f46675fdfc513702ed735a43103117f5aa0896dfbecb4
reportGapTask_de09c65669ad31697cd4,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata17_03062026.json,RunMetadata17_03062026,alipay,,,补齐报告证据：RunMetadata17_03062026 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,b7fd1577a17ffe9f6cac4da98dacd3de63b974cc47235b53462de50ebaccad7c
reportGapTask_d8b90851743f681ea520,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata16_03062026.json,RunMetadata16_03062026,alipay,,,补齐报告证据：RunMetadata16_03062026 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,f52ebaab3abeeccd3f7baffd764684f79e9c589d3e1fbd45b34126713d0a04e3
reportGapTask_47fb80bdfd8fba7383b5,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata16_03062026.json,RunMetadata16_03062026,alipay,,,补齐报告证据：RunMetadata16_03062026 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,b05e182b9ff5ebbb2376b643ab200e0ea5bddcf271f0088badb028fd5c8ced78
reportGapTask_046d6a1b232fe22efff2,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata16_03062026.json,RunMetadata16_03062026,alipay,,,补齐报告证据：RunMetadata16_03062026 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,5264e72fef3032b114ce266b9253c4f48e2638de40f3aaf8a96e01a271bbdd32
reportGapTask_3e8dbcfcfa454bf79d54,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata16_03062026.json,RunMetadata16_03062026,alipay,,,补齐报告证据：RunMetadata16_03062026 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,f4d5f5fb31c1dd73bb1795f7b8fadff2f31b0df942629a415ff53e2069ad552d
reportGapTask_4dfcf7997fcb9c7f5547,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata16_03062026.json,RunMetadata16_03062026,alipay,,,补齐报告证据：RunMetadata16_03062026 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,52c41892bd7123701f9c8086eac4735abfc2cce66bfcb6865851eb84be162400
reportGapTask_c748cc1b705bdecc8f8f,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata15_03062026.json,RunMetadata15_03062026,alipay,,,补齐报告证据：RunMetadata15_03062026 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,080ab6275f35df31435b7a6119c5aefea6ffbce0183ea6edb136c61a627c598b
reportGapTask_3a8f70f77e837753068e,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata15_03062026.json,RunMetadata15_03062026,alipay,,,补齐报告证据：RunMetadata15_03062026 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,948ac4a69ecf9e363e5cf7bc99c62aba347f4957b40156f0da6c161fc3a33f28
reportGapTask_db87da6ceae338aecf01,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata15_03062026.json,RunMetadata15_03062026,alipay,,,补齐报告证据：RunMetadata15_03062026 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,0e86b8ceacc6602b0bfe6996da247e311f5867f3e9662eedbf6e22e8454d10ba
reportGapTask_ae5c2190a77e9783ca89,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata15_03062026.json,RunMetadata15_03062026,alipay,,,补齐报告证据：RunMetadata15_03062026 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,76a37775a3c94b57f909ee85c517da6e4ac99fccd0dd54b5aaff5913a3ff26b2
reportGapTask_a80ecefa4fea410778bb,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata15_03062026.json,RunMetadata15_03062026,alipay,,,补齐报告证据：RunMetadata15_03062026 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,c2c44d07fbe55d501157d3a3d193c24f7199047d58eecea2531e7ad3ae96566c
reportGapTask_237cd29b5b22e6eed252,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata14_03062026.json,RunMetadata14_03062026,ma_crossover,,,补齐报告证据：RunMetadata14_03062026 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,b1950284c09f76000c8fa6faebd956a7de2da6c91335d3a98b09150b097fc8ce
reportGapTask_affa4caee77ccb647dc8,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata14_03062026.json,RunMetadata14_03062026,ma_crossover,,,补齐报告证据：RunMetadata14_03062026 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,6292121753e69482a3c2f39d5d4e07ed63348aab68cec2411f7f80a0cdefe16f
reportGapTask_9d39caca6932ea99e9ef,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata14_03062026.json,RunMetadata14_03062026,ma_crossover,,,补齐报告证据：RunMetadata14_03062026 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,a7b6f4c32f0929ecc3d4ba967381a2e31cb5341de580b6e15edb71b85af0d247
reportGapTask_4416444444d27a6ec957,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata14_03062026.json,RunMetadata14_03062026,ma_crossover,,,补齐报告证据：RunMetadata14_03062026 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,4e231a52305b101555cf76c44cb50b200b4bef27c52030db3960f0cc027ce36f
reportGapTask_29d20779b1a63d731906,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata14_03062026.json,RunMetadata14_03062026,ma_crossover,,,补齐报告证据：RunMetadata14_03062026 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,1e1cf3d271ab749826a998062b6c489da6b802eb058806d518075fbd5d9390ec
reportGapTask_7f9ba339fb12527227c5,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata4_03062026.json,RunMetadata4_03062026,ma_crossover,,,补齐报告证据：RunMetadata4_03062026 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,a4e990b280adc15c2d8995bb04039cbd2831a7d518339b61e08e210228a85b76
reportGapTask_d70cd11f20933e2936d2,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata4_03062026.json,RunMetadata4_03062026,ma_crossover,,,补齐报告证据：RunMetadata4_03062026 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,2622cdf7f6266e25b41cae6ecb305b3b6430da6e96da9a7bce6641914084d3d9
reportGapTask_769a220b74d086dd1495,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata4_03062026.json,RunMetadata4_03062026,ma_crossover,,,补齐报告证据：RunMetadata4_03062026 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,d4cc4742e2624529febb2f6eec39630ddbb8c7d0e8fae4815a09a3c055106465
reportGapTask_b989ee57852d50eeb089,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata4_03062026.json,RunMetadata4_03062026,ma_crossover,,,补齐报告证据：RunMetadata4_03062026 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,454c8f6fb1cd879f7db262a4203f3af9cffd35127982006870b2ef4abc245708
reportGapTask_b8015b79389ea9ddfef8,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata4_03062026.json,RunMetadata4_03062026,ma_crossover,,,补齐报告证据：RunMetadata4_03062026 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,a2cef82ed5834c6fe24b49403e1053b700b7b49a914c9ffe18311000b38d78eb
reportGapTask_654fad4cc52bed473754,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata3_03062026.json,RunMetadata3_03062026,ma_crossover,,,补齐报告证据：RunMetadata3_03062026 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,09e24ae8095d2407190b49e637b3efe8ee4808a3d571ee714f366e9b5e22c159
reportGapTask_50a1f3992e7c9f4c11b2,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata3_03062026.json,RunMetadata3_03062026,ma_crossover,,,补齐报告证据：RunMetadata3_03062026 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,ec83ef5bec47638897ae91fd0594f09f47cf4f4b698ebda73416890a59828a06
reportGapTask_92cd00b0c89fd3c9942e,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata3_03062026.json,RunMetadata3_03062026,ma_crossover,,,补齐报告证据：RunMetadata3_03062026 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,d07ca2c5421a7d7e9b15c55dcad16442e1f816090eea6f150ee132604e4051c1
reportGapTask_0eb7ded71e1b5a09bb23,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata3_03062026.json,RunMetadata3_03062026,ma_crossover,,,补齐报告证据：RunMetadata3_03062026 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,0cb102a20d61c489c6b607a4e923d61b0860cbfc26f19cd96e51b121ac5f4ffb
reportGapTask_d610e1e17901939d606a,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata3_03062026.json,RunMetadata3_03062026,ma_crossover,,,补齐报告证据：RunMetadata3_03062026 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,a94780b8b1e137a2f13ebd5a5e9e59584108b9ff0d4015e3e0a9967f5f81eaa7
reportGapTask_0f9dd136fc4c4bbc2c86,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata13_03062026.json,RunMetadata13_03062026,ma_crossover,,,补齐报告证据：RunMetadata13_03062026 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,17e4264bddad7611297b6874fef0cc19585b070228bf0de04015fdde9f2d9136
reportGapTask_8c12904715978624ba74,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata13_03062026.json,RunMetadata13_03062026,ma_crossover,,,补齐报告证据：RunMetadata13_03062026 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,49882dc89cf1e61b36d48673cbf0259835b19bd86d403145e10595869b86db56
reportGapTask_056f7cc548998f860aa8,CrossSourceValidation,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata13_03062026.json,RunMetadata13_03062026,ma_crossover,,,补齐报告证据：RunMetadata13_03062026 / CrossSourceValidation,补跑多源交叉校验，比较至少两个可用真实数据源的关键价格。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,926058bf77e1f21914bfb4d0149c22e4fd4550accc880f70ee3a6917ddb7d472
reportGapTask_cc21969e2c9745c12389,RiskGate,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata13_03062026.json,RunMetadata13_03062026,ma_crossover,,,补齐报告证据：RunMetadata13_03062026 / RiskGate,重建研究风险闸门，覆盖收益、回撤、成本、稳定性、样本外和停用条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,f82f7a30b26bbebd44c678080906ab86d8e1437e43192316d8c6f0cea82292d8
reportGapTask_861b31fcb77d57ee4d9f,DecisionQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata13_03062026.json,RunMetadata13_03062026,ma_crossover,,,补齐报告证据：RunMetadata13_03062026 / DecisionQuality,补齐 Decision Quality，包括 Thesis、证据、风险、反方观点和退出条件。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,0e3b2c1ff2fe3e739af5ac745ef55b694c438046c56c35670f7c3df442505283
reportGapTask_aece318bd5609bdbf268,ReportEvidence,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata12_03062026.json,RunMetadata12_03062026,ma_crossover,,,补齐报告证据：RunMetadata12_03062026 / ReportEvidence,重新导出包含 QuantLabReportEvidenceV1 的 Word 报告和 RunMetadata。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,7c2a884487bf978db1ba047277b06d8b19c1420e2c27b55072d07905ebd74446
reportGapTask_9aab6895e3d833bb81da,DataQuality,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata12_03062026.json,RunMetadata12_03062026,ma_crossover,,,补齐报告证据：RunMetadata12_03062026 / DataQuality,补跑并保存数据质量检查，确认数据源、时间区间、缺失值和异常值。,使用原报告样本区间；缺失时覆盖完整市场周期并记录起止日期。,沿用原 RunMetadata 成本假设；缺失时补充佣金、滑点、冲击成本、汇率或申赎费用。,按报告研究对象选择可复核基准,待验证,86a37e8c21139cb63aab162e602135f020a533da7b7d9c63566c50fba27bfe8f
