bundle_id,bundle_item_id,source_rel_path,local_bundle_rel_path,domain,selection_role,main_rel_path,readability_class,signature_category,source_size_bytes,copied_size_bytes,sha256,mtime_iso,schema_opened,message_or_contact_rows_selected,source_root_label,source_readonly_confirmed,selection_note
sprint2b_candidate_db_bundle_20260703,B00051,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.db-last.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.db-last.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,335872,335872,3e4940eebd129dc04f022171356ee5e2d5557b4e3de2a65a67409eba15d47218,2025-11-26T11:05:31+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00052,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db,db_storage/message,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,25165824,25165824,9d0a495f21132ed263206d6d50dad983172007053947eb6e5b9c41cb5bf712fe,2025-10-11T10:27:44+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00053,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db-wal,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db-wal,db_storage/message,wal_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db,companion_file,empty_file,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-01T18:33:52+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00054,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db-shm,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db-shm,db_storage/message,shm_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db,companion_file,non_sqlite_header,32768,32768,adf201e2272aa1a1e6512115e7c25755ec463be90f2a8fe93f4a78c6f5519c1c,2026-07-01T18:33:52+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00055,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_resource.db,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_resource.db,db_storage/message,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,1511424,1511424,cd95cc7192b34f3aff0c69f643a2d8eec8e5ee1c6aa25f396c00aefe6c892d1d,2026-06-29T18:26:23+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00056,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_resource.db-wal,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_resource.db-wal,db_storage/message,wal_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_resource.db,companion_file,empty_file,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-01T18:33:52+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00057,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_resource.db-shm,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_resource.db-shm,db_storage/message,shm_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_resource.db,companion_file,non_sqlite_header,32768,32768,ae91bb93787c7edb3d953c844fbe34e26223a4ab968dca5ac5a6a68660b84483,2026-07-01T18:33:52+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00058,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db,db_storage/message,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,31723520,31723520,629e5b4a32e349b95da8ba3c3865ac4a0c9f13b71e3c040d8e1c040706ca152b,2026-06-29T18:11:23+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00059,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db-wal,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db-wal,db_storage/message,wal_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db,companion_file,empty_file,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-01T18:33:52+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00060,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db-shm,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db-shm,db_storage/message,shm_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db,companion_file,non_sqlite_header,32768,32768,7068ba921bccd22e30031175dca7600064673acb8875f6bfa1d867b3814092c4,2026-07-01T18:33:52+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00061,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db-last.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db-last.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,86016,86016,7783a60ed1440380099d0f2650359238e3597e022533c60593dd255fc61184d2,2025-10-11T10:27:44+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00062,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db-first.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db-first.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,577536,577536,5cff8c2a4aeeb9d2ee38cc9d298a1cf80f2cf2cbd51449c16807095be309463e,2025-12-08T19:03:01+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00063,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db-first.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db-first.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,32768,32768,561892bcd659f6a6d150ba644b52e6bba3e981689a150d2e3de3f5fa2c6189f8,2025-10-11T10:27:44+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00064,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db-first.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db-first.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,28672,28672,a2628d09924cd16e4854cb3d5a622955577d88dab7019e8b2159979e84ad12c4,2026-06-29T08:40:05+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00065,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db-incremental.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db-incremental.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,4096,4096,415d8e52f30759b0cc157b2a69f28665bfa5aa4daaa76cd6c44767aff3516b54,2026-03-16T17:11:47+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00066,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db-last.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db-last.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,577536,577536,a701a434f175d0d350480499578f734dac7ab7928df7ab2b43de0fbd7e7d45bc,2026-01-05T12:12:23+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00067,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db-first.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_0.db-first.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,253952,253952,0872eaed7f7e74b7e1822fc51460707a47f9defb70ae29828566b73d364f1ddc,2026-03-16T17:11:47+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00068,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db-first.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db-first.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,110592,110592,67d6a24c625043c7e638426134dc054b879b87f196016b38de8f48753eb860f0,2026-06-29T18:07:25+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00069,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.db-incremental.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.db-incremental.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,4096,4096,5e9c606199dd34c4175e6b762ae78e2556b1b3f8153150f30f466a64a794d8b8,2025-11-26T11:06:57+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00070,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db-incremental.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/media_0.db-incremental.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,4096,4096,c6463dd883af670fdcc9e121b0d5f0585bc6e86860cd6c0ce8516398b521ee9f,2026-06-29T12:46:38+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00071,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db,db_storage/message,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,107663360,107663360,5f620aaa7253b4a534225062a63f6c169e533bb7a8ccb9f8731e6eb91d547385,2026-01-05T12:12:23+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00072,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db-wal,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db-wal,db_storage/message,wal_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db,companion_file,empty_file,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-01T18:33:53+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00073,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db-shm,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db-shm,db_storage/message,shm_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_3.db,companion_file,non_sqlite_header,32768,32768,9cb67246bd9fa9f910e7e91387f83bc413f65a22f689faa6cc2dc945699ebe9d,2026-07-01T18:33:53+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00074,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db-first.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_1.db-first.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,782336,782336,af487e736aac52805c33e91f91044f4e05a92ed977aa2dba860568e901c983a9,2026-03-16T17:11:47+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00075,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.db,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.db,db_storage/message,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,75390976,75390976,5cfd8c54285a8e8d6f1c00083498e37d2a13cb9b8f81395a7b28e99f63d75d2a,2025-11-26T11:06:57+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00076,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.db-wal,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.db-wal,db_storage/message,wal_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.db,companion_file,empty_file,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-01T18:33:53+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00077,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.db-shm,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.db-shm,db_storage/message,shm_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_2.db,companion_file,non_sqlite_header,32768,32768,c15e0838dc993a4583ab084acc74734da20be5a9d9f4a34df9c05f8220279e49,2026-07-01T18:33:53+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00078,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db-first.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_1.db-first.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,86016,86016,a4373d819557fb82de79290d834239da4169229a9f391bf85d0f8969763e2261,2025-10-07T05:33:23+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00079,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db-last.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_0.db-last.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,110592,110592,5cbdc25e303f3348eb9757709df23cb731b54f09748c834a58bfdcd9e29b3371,2026-06-29T16:16:53+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00080,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db-first.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/message_4.db-first.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,593920,593920,af8df07a4d99676df7dd5801c1bc0a562c74835c4b53f21109171c98e65ea0d5,2026-06-29T18:25:47+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00081,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db-incremental.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/message/biz_message_3.db-incremental.material,db_storage/message,main_candidate,,wcdb_or_unknown,non_sqlite_header,4096,4096,1ec80c6cae28a36253ded9c93ae7a37d43f7eb13981e83ad9cbbb869c1a28700,2025-10-11T10:27:44+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00082,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/favorite/favorite.db,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/favorite/favorite.db,db_storage/favorite,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,225280,225280,8d89e4bbf0827ce596d698a0bc22f6850e271b2e10600a9d839242cebcd65580,2026-06-29T09:33:09+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00083,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/favorite/favorite.db-wal,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/favorite/favorite.db-wal,db_storage/favorite,wal_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/favorite/favorite.db,companion_file,empty_file,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-01T18:33:53+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00084,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/favorite/favorite.db-shm,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/favorite/favorite.db-shm,db_storage/favorite,shm_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/favorite/favorite.db,companion_file,non_sqlite_header,32768,32768,827e8d58381b55f358a7810ddc8c5580bf76319dcb6c2a0ca477361b4a6031fe,2026-07-01T18:33:53+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00085,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/favorite/favorite_fts.db,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/favorite/favorite_fts.db,db_storage/favorite,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,45056,45056,7fcfc2af4385ede35be27797d2928459f1d18175490c3a2e6545bb07a1fc0b7b,2026-05-18T14:03:46+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00086,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/favorite/favorite_fts.db-wal,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/favorite/favorite_fts.db-wal,db_storage/favorite,wal_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/favorite/favorite_fts.db,companion_file,empty_file,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-01T18:33:53+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00087,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/favorite/favorite_fts.db-shm,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/favorite/favorite_fts.db-shm,db_storage/favorite,shm_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/favorite/favorite_fts.db,companion_file,non_sqlite_header,32768,32768,f3ad5bbb8ce204d28afb5b192b519b1a6f9cd3656a5d40ea339f1d0927807080,2026-07-01T18:33:53+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00088,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/session/session.db-incremental.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/session/session.db-incremental.material,db_storage/session,main_candidate,,wcdb_or_unknown,non_sqlite_header,4096,4096,146c04c969d6a7698ffe6213141e6bac3ae420ee98fcd0565ac052fcf5463ef8,2026-06-29T18:26:17+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00089,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/session/session.db-first.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/session/session.db-first.material,db_storage/session,main_candidate,,wcdb_or_unknown,non_sqlite_header,4096,4096,97814d80d18d8e08b78c1a8813691de8cf2ab919e37ee25d6160a5787bb97764,2026-06-29T18:25:47+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00090,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/session/session.db-last.material,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/session/session.db-last.material,db_storage/session,main_candidate,,wcdb_or_unknown,non_sqlite_header,4096,4096,d33c51e10b880631ac4a8db2476954f99543aac671a0920cf3cb3bf87333352f,2026-06-29T18:07:25+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00091,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/session/session.db,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/session/session.db,db_storage/session,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,2203648,2203648,b573504ead3189b7320d4017d5d901b4daafe237efe6e6eecafbfa7ae6ec18f0,2026-07-01T18:33:53+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00092,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/session/session.db-wal,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/session/session.db-wal,db_storage/session,wal_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/session/session.db,companion_file,empty_file,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-01T18:33:53+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00093,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/session/session.db-shm,files/xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/session/session.db-shm,db_storage/session,shm_companion_for_selected_main,xwechat_files/wxid_rtkga2i8r63812_7865/db_storage/session/session.db,companion_file,non_sqlite_header,32768,32768,8f7832802696c315e5a08f8b30402fde93a65169d6c3ffa84fd55b2861431518,2026-07-01T18:33:53+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00094,xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/contact/contact_fts.db,files/xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/contact/contact_fts.db,db_storage/contact,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,3035136,3035136,7595c2ff962ae530ad1b864fd870447476e742401b2f07e940fdcace551916f9,2026-03-26T17:17:58+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00095,xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/contact/contact_fts.db-wal,files/xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/contact/contact_fts.db-wal,db_storage/contact,wal_companion_for_selected_main,xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/contact/contact_fts.db,companion_file,sqlite_wal_header,4194304,4194304,dafd0140259a35f58ecb3c3eca2e64ab2cf588169f38af44df17d0ea8b4bc5ba,2026-03-26T17:17:58+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00096,xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/contact/contact_fts.db-shm,files/xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/contact/contact_fts.db-shm,db_storage/contact,shm_companion_for_selected_main,xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/contact/contact_fts.db,companion_file,non_sqlite_header,32768,32768,f4921c7e44c678a5fbd095412ab22a10df9fd537224fcc95349eacc830e618c0,2026-03-26T15:18:49+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00097,xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/contact/contact.db,files/xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/contact/contact.db,db_storage/contact,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,9117696,9117696,c204e2783546f7069e2e32c990ef07c50f370f54cfdddabd2d41ebdf90f9e271,2026-03-26T17:17:58+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00098,xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/contact/contact.db-wal,files/xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/contact/contact.db-wal,db_storage/contact,wal_companion_for_selected_main,xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/contact/contact.db,companion_file,sqlite_wal_header,4194304,4194304,875048fb311e2ce19cb6c2fa5252c1aacc8ebf0c738c92204eee7835dedb7c03,2026-03-26T17:17:58+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00099,xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/contact/contact.db-shm,files/xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/contact/contact.db-shm,db_storage/contact,shm_companion_for_selected_main,xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/contact/contact.db,companion_file,non_sqlite_header,32768,32768,08b3865fffed746a15a2b70dca2e16acf621108a34baece6f965ad3868d1b257,2026-03-26T15:18:49+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
sprint2b_candidate_db_bundle_20260703,B00100,xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/general/general.db,files/xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/general/general.db,db_storage/general,main_candidate,,encrypted_or_sqlcipher_likely,non_sqlite_header,4194304,4194304,c186a835d0365673bd4dec7943bd2d470ade8df826ea4f4600361ec1ad07114f,2026-03-26T16:57:45+10:00,false,false,APFS_RAW_COPY_ROOT,true,non_sensitive_allowed_domain_main_candidate
sprint2b_candidate_db_bundle_20260703,B00101,xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/general/general.db-wal,files/xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/general/general.db-wal,db_storage/general,wal_companion_for_selected_main,xwechat_files/wxid_1eryssl2o0jk12_f329/db_storage/general/general.db,companion_file,sqlite_wal_header,2311352,2311352,86fe66770c51f0c7fd24f259615016883ee43690277cecc7587d5588b16aa17c,2026-03-26T19:29:28+10:00,false,false,APFS_RAW_COPY_ROOT,true,companion_for_selected_non_sensitive_main_candidate
