roi_id,subsystem,artifact_type,title,source_path,file_modified_at,size_kb,value_contribution,evidence_level,decision_level,review_status,token_estimate,ai_cost,human_time_cost,revenue_generated,cost_saved,loss_avoided,asset_reuse_value,roi_score,value_status,next_action
tokenRoi_4fe429674383155acbee,QuantLab,Experiment Summary,summary.csv,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/Experiments/ma_scan_AAPL/summary.csv,2026-06-04T10:37:09,3.17,Validation Efficiency,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Compare against out-of-sample and walk-forward evidence before promotion.
tokenRoi_4a2b23c679b6986e1821,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260604_103708.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/DataQuality/DataQuality_sample_US_AAPL_20260604_103708.json,2026-06-04T10:37:08,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_54f7d3a427cc9ff323b8,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260604_102639.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/DataQuality/DataQuality_sample_US_AAPL_20260604_102639.json,2026-06-04T10:26:39,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_8a8f3675e547991f7747,QuantLab,Run Metadata,RunMetadata3_04062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/RunMetadata3_04062026.json,2026-06-04T10:17:34,1.67,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_b84f833c080f71e0aa2e,QuantLab,Backtest Word Report,BacktestReport3_04062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/BacktestReport3_04062026.docx,2026-06-04T10:17:34,904.05,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_fb49673ce03c8030ea57,QuantLab,Data Quality,DataQuality_sample_US_QM=F_20260604_101726.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/DataQuality/DataQuality_sample_US_QM=F_20260604_101726.json,2026-06-04T10:17:26,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_ecc5c5313eedb09ff3b1,QuantLab,Backtest Word Report,BacktestReport2_04062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/BacktestReport2_04062026.docx,2026-06-04T10:17:25,784.83,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_42e04fd66918f35d75d2,QuantLab,Data Quality,DataQuality_sample_US_Q_20260604_101715.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/DataQuality/DataQuality_sample_US_Q_20260604_101715.json,2026-06-04T10:17:15,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_44f258fc60a5ef5c1f9b,QuantLab,Backtest Word Report,BacktestReport_04062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/BacktestReport_04062026.docx,2026-06-04T10:16:03,844.92,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_1fb264eeb1fcc6d9d165,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260604_101558.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/DataQuality/DataQuality_sample_US_AAPL_20260604_101558.json,2026-06-04T10:15:58,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_972a993d4e3c00bbb83c,QuantLab,Backtest Word Report,SampleBacktestReport_04062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/SampleBacktestReport_04062026.docx,2026-06-04T09:50:49,711.57,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_f7b396a6ee5f814dafb5,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260604_095040.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-04/DataQuality/DataQuality_sample_US_AAPL_20260604_095040.json,2026-06-04T09:50:40,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_bc91083cee215e73a9c3,QuantLab,Run Metadata,RunMetadata18_03062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata18_03062026.json,2026-06-03T22:09:41,1.67,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_cc5ffa4db7c9c28e4a88,QuantLab,Backtest Word Report,BacktestReport18_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport18_03062026.docx,2026-06-03T22:09:41,246.8,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_92427d48378704579d31,QuantLab,Data Quality,DataQuality_sample_US_QQQ_20260603_220939.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_sample_US_QQQ_20260603_220939.json,2026-06-03T22:09:39,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_9f5f9174758feffbad8e,QuantLab,Run Metadata,RunMetadata17_03062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata17_03062026.json,2026-06-03T22:05:51,1.67,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_fb68045aba3e04ef9692,QuantLab,Backtest Word Report,BacktestReport17_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport17_03062026.docx,2026-06-03T22:05:51,243.49,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_0fcc64525eb3ceada76f,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260603_220538.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_sample_US_AAPL_20260603_220538.json,2026-06-03T22:05:38,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_fd0dba0b76c1a01e8b5b,QuantLab,Run Metadata,RunMetadata16_03062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata16_03062026.json,2026-06-03T21:46:35,1.67,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_ecde3a8f1b094112672e,QuantLab,Backtest Word Report,BacktestReport16_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport16_03062026.docx,2026-06-03T21:46:35,251.46,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_e063f19e76da4e88c9d5,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260603_214632.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_sample_US_AAPL_20260603_214632.json,2026-06-03T21:46:32,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_9ee2b25738a74f2ed9ad,QuantLab,Run Metadata,RunMetadata15_03062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata15_03062026.json,2026-06-03T21:44:14,1.68,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_a7466040acca1636f10e,QuantLab,Backtest Word Report,BacktestReport15_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport15_03062026.docx,2026-06-03T21:44:14,221.33,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_80e37c58ec8fd9f61641,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260603_214410.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_sample_US_AAPL_20260603_214410.json,2026-06-03T21:44:10,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_05effbcbaabe095ac8aa,QuantLab,Run Metadata,RunMetadata14_03062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata14_03062026.json,2026-06-03T21:07:36,1.03,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_f28ba7c334aa8c50a705,QuantLab,Backtest Word Report,BacktestReport14_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport14_03062026.docx,2026-06-03T21:07:36,223.76,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_a0101ce9289a44d1e780,QuantLab,Data Quality,DataQuality_sample_US_QQQ_20260603_210727.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_sample_US_QQQ_20260603_210727.json,2026-06-03T21:07:27,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_63d7540faa3defc0cf08,QuantLab,Data Quality,DataQuality_yahoo_finance_US_AAPL_20260603_203737.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_yahoo_finance_US_AAPL_20260603_203737.json,2026-06-03T20:37:37,0.42,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_2f969d4cb7feb343315e,QuantLab,Data Quality,DataQuality_moomoo_US_AAPL_20260603_203659.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_moomoo_US_AAPL_20260603_203659.json,2026-06-03T20:36:59,0.46,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_12ed612371b7d3e66a98,QuantLab,Data Quality,DataQuality_moomoo_US_AAPL_20260603_203618.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_moomoo_US_AAPL_20260603_203618.json,2026-06-03T20:36:18,0.46,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_bfe769429b93038d0f74,QuantLab,Data Quality,DataQuality_yahoo_finance_US_AAPL_20260603_203214.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_yahoo_finance_US_AAPL_20260603_203214.json,2026-06-03T20:32:14,0.42,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_6e5e87c57aa67a48c050,QuantLab,Data Quality,DataQuality_moomoo_US_AAPL_20260603_203206.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_moomoo_US_AAPL_20260603_203206.json,2026-06-03T20:32:06,0.46,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_072cd0d7bc4e74e7efa1,QuantLab,Data Quality,DataQuality_moomoo_US_AAPL_20260603_202841.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_moomoo_US_AAPL_20260603_202841.json,2026-06-03T20:28:41,0.46,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_7141a43e44f31186c70a,QuantLab,Data Quality,DataQuality_moomoo_US_AAPL_20260603_202749.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_moomoo_US_AAPL_20260603_202749.json,2026-06-03T20:27:49,0.46,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_b75e231c84e1acdf7350,QuantLab,Run Metadata,RunMetadata4_03062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata4_03062026.json,2026-06-03T20:12:24,1.04,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_78e288efdcef8db4e986,QuantLab,Backtest Word Report,SampleBacktestReport4_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/SampleBacktestReport4_03062026.docx,2026-06-03T20:12:24,222.65,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_4fb05eee3c3c199ebf1a,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260603_201222.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_sample_US_AAPL_20260603_201222.json,2026-06-03T20:12:22,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_a31597e9ec637d3ea9cc,QuantLab,Run Metadata,RunMetadata3_03062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata3_03062026.json,2026-06-03T19:48:41,1.04,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_84005b8339c6ece9c7cd,QuantLab,Backtest Word Report,SampleBacktestReport3_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/SampleBacktestReport3_03062026.docx,2026-06-03T19:48:41,222.65,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_8f70da47493127cfa234,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260603_194837.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_sample_US_AAPL_20260603_194837.json,2026-06-03T19:48:37,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_a1008d031c62b74adcc5,QuantLab,Run Metadata,RunMetadata13_03062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata13_03062026.json,2026-06-03T19:09:44,1.05,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_6f67799d76f12d41e61a,QuantLab,Backtest Word Report,BacktestReport13_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport13_03062026.docx,2026-06-03T19:09:44,222.04,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_182e10cbe7b455b574c7,QuantLab,Data Quality,DataQuality_sample_CN_300024_20260603_190944.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_sample_CN_300024_20260603_190944.json,2026-06-03T19:09:44,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_0481bdcb7f8a3b3979f4,QuantLab,Run Metadata,RunMetadata12_03062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata12_03062026.json,2026-06-03T18:49:50,1.05,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_915876be9af14f327401,QuantLab,Backtest Word Report,BacktestReport12_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport12_03062026.docx,2026-06-03T18:49:50,222.04,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_d1dc07b8b9d02f32b822,QuantLab,Data Quality,DataQuality_sample_CN_300024_20260603_184948.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_sample_CN_300024_20260603_184948.json,2026-06-03T18:49:48,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_ec1a5235f4dff7bc1b42,QuantLab,Run Metadata,RunMetadata11_03062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata11_03062026.json,2026-06-03T18:47:53,1.05,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_ea216e737a16036d6fe5,QuantLab,Backtest Word Report,BacktestReport11_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport11_03062026.docx,2026-06-03T18:47:53,225.49,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_cc4c3f8623942ab1aef7,QuantLab,Data Quality,DataQuality_sample_CN_300024_20260603_184752.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_sample_CN_300024_20260603_184752.json,2026-06-03T18:47:52,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_9e9848420517ca64cec7,QuantLab,Run Metadata,RunMetadata10_03062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata10_03062026.json,2026-06-03T18:06:19,1.04,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_4844268a979fa4018ea0,QuantLab,Backtest Word Report,BacktestReport10_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport10_03062026.docx,2026-06-03T18:06:19,222.83,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_0fcea2db26d62b6b0061,QuantLab,Data Quality,DataQuality_sample_CN_018094_20260603_180615.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_sample_CN_018094_20260603_180615.json,2026-06-03T18:06:15,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_856fb8287d2d4bf71401,QuantLab,Run Metadata,RunMetadata9_03062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata9_03062026.json,2026-06-03T17:42:56,1.06,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_02a59a71190745d71495,QuantLab,Backtest Word Report,BacktestReport9_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport9_03062026.docx,2026-06-03T17:42:56,219.76,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_a4c0ffb6d8070aa0613b,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260603_174253.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_sample_US_AAPL_20260603_174253.json,2026-06-03T17:42:53,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_492f848b84480b404761,QuantLab,Backtest Word Report,SampleBacktestReport2_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/SampleBacktestReport2_03062026.docx,2026-06-03T17:25:04,223.63,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_ffbdeaffc6f1412e15b6,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260603_172457.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_sample_US_AAPL_20260603_172457.json,2026-06-03T17:24:57,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_48e9f7609d52459ab0ea,QuantLab,Data Quality,DataQuality_akshare_CN_600000_20260603_163919.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_akshare_CN_600000_20260603_163919.json,2026-06-03T16:39:19,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_b085c8206b5f48fc841b,QuantLab,Data Quality,DataQuality_yahoo_finance_US_AAPL_20260603_163907.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_yahoo_finance_US_AAPL_20260603_163907.json,2026-06-03T16:39:07,0.42,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_9e281bd71706569c1b21,QuantLab,Data Quality,DataQuality_yahoo_finance_US_AAPL_20260603_163821.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_yahoo_finance_US_AAPL_20260603_163821.json,2026-06-03T16:38:21,0.42,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_3231aeb1db19bce99608,QuantLab,Data Quality,DataQuality_akshare_CN_600000_20260603_163315.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_akshare_CN_600000_20260603_163315.json,2026-06-03T16:33:15,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_d62816ec5022e291f03d,QuantLab,Data Quality,DataQuality_yahoo_finance_US_AAPL_20260603_163240.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_yahoo_finance_US_AAPL_20260603_163240.json,2026-06-03T16:32:40,0.42,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_aa0f068043ee467272dd,QuantLab,Backtest Word Report,SampleBacktestReport_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/SampleBacktestReport_03062026.docx,2026-06-03T16:03:40,223.63,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_3a36dc9fa04658a027c4,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260603_160338.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_sample_US_AAPL_20260603_160338.json,2026-06-03T16:03:38,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_114899fe0ab986bd8d5b,QuantLab,Run Metadata,RunMetadata8_03062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata8_03062026.json,2026-06-03T15:09:40,1.06,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_ae804539a9fbc3a966ee,QuantLab,Backtest Word Report,BacktestReport8_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport8_03062026.docx,2026-06-03T15:09:40,219.5,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_349cb441cb2f0720ffa6,QuantLab,Data Quality,DataQuality_sample_US_AAPL_20260603_150938.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/DataQuality/DataQuality_sample_US_AAPL_20260603_150938.json,2026-06-03T15:09:38,0.41,Data Credibility,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,"Use as evidence only after checking freshness, source, and limitations."
tokenRoi_59b2baf2224fa81e4500,QuantLab,Run Metadata,RunMetadata7_03062026.json,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/RunMetadata7_03062026.json,2026-06-03T14:51:41,1.04,Traceability,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Link this metadata to the related report and decision record.
tokenRoi_30693149fd26d8f6437f,QuantLab,Backtest Word Report,BacktestReport7_03062026.docx,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/BacktestReport7_03062026.docx,2026-06-03T14:51:41,222.95,Decision Support,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Review risk gates and missing evidence before using as decision support.
tokenRoi_66aa071e999630b91a67,QuantLab,Experiment Summary,summary.csv,/Users/linzezhang/Downloads/量化回测分析/2026-06-03/Experiments/sample_ma_scan/summary.csv,2026-06-03T14:51:27,3.12,Validation Efficiency,FACT,Observe,Recorded,0,0.0,0.0,0.0,0.0,0.0,0.0,,Unquantified,Compare against out-of-sample and walk-forward evidence before promotion.
